node_id,total_sent,out_degree,sent_alert_count,max_risk_sent,total_received,in_degree,received_alert_count,max_risk_received,in_out_ratio,total_amount,max_risk_score,alert_count,pagerank,is_mule_account,suspicion_score
835880721503,0.0,0.0,0.0,0.0,1379340.28,73.0,16.0,99.8,73000000.0,1379340.28,99.8,16,0.0003593471786052373,1,0.7237
792915700806,0.0,0.0,0.0,0.0,1354542.3800000001,85.0,13.0,99.9,85000000.0,1354542.3800000001,99.9,13,0.00039513179035750905,1,0.7228
595862621221,0.0,0.0,0.0,0.0,833982.22,66.0,15.0,100.0,66000000.0,833982.22,100.0,15,0.0003677150541491427,1,0.7207
236981961493,0.0,0.0,0.0,0.0,2109527.12,114.0,10.0,100.0,114000000.0,2109527.12,100.0,10,0.00042834501744963983,1,0.72
668382499938,0.0,0.0,0.0,0.0,1192736.98,70.0,19.0,100.0,70000000.0,1192736.98,100.0,19,0.00031352995777898085,1,0.7169
889998416246,0.0,0.0,0.0,0.0,1442609.07,52.0,3.0,99.2,52000000.0,1442609.07,99.2,3,0.0005077827558409963,1,0.7149
409428772945,0.0,0.0,0.0,0.0,1649064.83,74.0,13.0,100.0,74000000.0,1649064.83,100.0,13,0.0003841232553592806,1,0.7144
259060969500,0.0,0.0,0.0,0.0,1173982.54,55.0,15.0,100.0,55000000.0,1173982.54,100.0,15,0.0003578243002820368,1,0.7132
990797271464,0.0,0.0,0.0,0.0,1224252.99,76.0,10.0,100.0,76000000.0,1224252.99,100.0,10,0.0004085917132258912,1,0.7049
591428370499,0.0,0.0,0.0,0.0,1263358.7,71.0,3.0,99.9,71000000.0,1263358.7,99.9,3,0.0004908943851500715,1,0.702
182479908159,0.0,0.0,0.0,0.0,1234463.29,56.0,10.0,100.0,56000000.0,1234463.29,100.0,10,0.00040211644441059605,1,0.7
824669129522,0.0,0.0,0.0,0.0,1952965.9,82.0,2.0,99.5,82000000.0,1952965.9,99.5,2,0.0004986067505441999,1,0.6985
763273294044,0.0,0.0,0.0,0.0,2102008.06,77.0,8.0,100.0,77000000.0,2102008.06,100.0,8,0.00042415998192445566,1,0.698
669892282068,0.0,0.0,0.0,0.0,1663244.55,106.0,9.0,99.8,106000000.0,1663244.55,99.8,9,0.0004110667469759108,1,0.6975
346953510698,0.0,0.0,0.0,0.0,1362054.67,72.0,9.0,100.0,72000000.0,1362054.67,100.0,9,0.000404988231446324,1,0.6928
829343241021,0.0,0.0,0.0,0.0,1519522.71,75.0,12.0,99.9,75000000.0,1519522.71,99.9,12,0.00036703863497240786,1,0.692
348064429384,0.0,0.0,0.0,0.0,1265066.47,80.0,15.0,99.7,80000000.0,1265066.47,99.7,15,0.0003296317653026094,1,0.6917
473470705444,0.0,0.0,0.0,0.0,1951052.58,66.0,12.0,99.8,66000000.0,1951052.58,99.8,12,0.00036348018252407394,1,0.6893
592037108537,0.0,0.0,0.0,0.0,1041316.02,69.0,13.0,99.9,69000000.0,1041316.02,99.9,13,0.00035010867321647786,1,0.6885
643048681051,0.0,0.0,0.0,0.0,1683658.81,96.0,9.0,99.9,96000000.0,1683658.81,99.9,9,0.0003942142857889868,1,0.6846
395672360379,0.0,0.0,0.0,0.0,2414266.31,109.0,3.0,98.5,109000000.0,2414266.31,98.5,3,0.00046555617050485833,1,0.6827
437583983457,0.0,0.0,0.0,0.0,1709890.24,66.0,12.0,100.0,66000000.0,1709890.24,100.0,12,0.0003527397970104217,1,0.6812
759984539473,0.0,0.0,0.0,0.0,1328866.32,81.0,13.0,99.9,81000000.0,1328866.32,99.9,13,0.00033991727875087304,1,0.6808
756869803301,0.0,0.0,0.0,0.0,1801943.5,103.0,2.0,97.5,103000000.0,1801943.5,97.5,2,0.00047476660734222014,1,0.6803
298575272358,0.0,0.0,0.0,0.0,2100612.88,80.0,10.0,99.9,80000000.0,2100612.88,99.9,10,0.0003753408845828657,1,0.6796
131126826000,0.0,0.0,0.0,0.0,2099702.84,99.0,10.0,99.8,99000000.0,2099702.84,99.8,10,0.0003736829546043217,1,0.6784
665546796153,0.0,0.0,0.0,0.0,1605672.28,71.0,4.0,99.2,71000000.0,1605672.28,99.2,4,0.00044394899897094036,1,0.6756
874835162688,0.0,0.0,0.0,0.0,1047570.97,58.0,14.0,100.0,58000000.0,1047570.97,100.0,14,0.0003206076348096541,1,0.6754
922091723280,0.0,0.0,0.0,0.0,1113560.77,55.0,8.0,99.9,55000000.0,1113560.77,99.9,8,0.0003904744691889252,1,0.6724
628578141248,0.0,0.0,0.0,0.0,1477037.73,65.0,10.0,99.7,65000000.0,1477037.73,99.7,10,0.00036531006330843704,1,0.672
600600284741,0.0,0.0,0.0,0.0,623694.94,47.0,15.0,99.3,47000000.0,623694.94,99.3,15,0.0003028205359651831,1,0.6713
364551024118,0.0,0.0,0.0,0.0,726275.12,50.0,9.0,99.6,50000000.0,726275.12,99.6,9,0.00037298439670800556,1,0.6684
519735359829,0.0,0.0,0.0,0.0,1226882.78,56.0,11.0,99.9,56000000.0,1226882.78,99.9,11,0.00034542494993961085,1,0.6662
551940240349,0.0,0.0,0.0,0.0,1160908.69,44.0,12.0,100.0,44000000.0,1160908.69,100.0,12,0.00033281024466704927,1,0.666
436444218036,0.0,0.0,0.0,0.0,750281.12,58.0,13.0,100.0,58000000.0,750281.12,100.0,13,0.0003194783550306133,1,0.6652
527174909207,0.0,0.0,0.0,0.0,1316813.46,44.0,8.0,100.0,44000000.0,1316813.46,100.0,8,0.0003778384564809449,1,0.6628
249075227660,0.0,0.0,0.0,0.0,1078803.14,66.0,4.0,99.9,66000000.0,1078803.14,99.9,4,0.0004270035671048494,1,0.6627
825690222480,0.0,0.0,0.0,0.0,1771011.27,101.0,3.0,89.4,101000000.0,1771011.27,89.4,3,0.0004391320530469462,1,0.6626
531550421756,0.0,0.0,0.0,0.0,941331.82,63.0,13.0,100.0,63000000.0,941331.82,100.0,13,0.0003157197484195641,1,0.6623
717647123968,0.0,0.0,0.0,0.0,1499903.06,77.0,10.0,99.9,77000000.0,1499903.06,99.9,10,0.00035166749105240973,1,0.6616
312002509425,0.0,0.0,0.0,0.0,1571534.1,45.0,11.0,100.0,45000000.0,1571534.1,100.0,11,0.00033831133553662013,1,0.6608
779179718154,0.0,0.0,0.0,0.0,1899594.29,101.0,2.0,94.6,101000000.0,1899594.29,94.6,2,0.00044798180585500053,1,0.6599
937657752779,0.0,0.0,0.0,0.0,920068.29,46.0,2.0,97.0,46000000.0,920068.29,97.0,2,0.0004440340189044629,1,0.6569
881058479856,0.0,0.0,0.0,0.0,2152646.04,66.0,10.0,99.9,66000000.0,2152646.04,99.9,10,0.00034466135914793,1,0.6563
199383754163,0.0,0.0,0.0,0.0,817326.49,27.0,8.0,99.9,27000000.0,817326.49,99.9,8,0.00036902876014755935,1,0.6561
455774334262,0.0,0.0,0.0,0.0,2837637.07,108.0,10.0,99.5,108000000.0,2837637.07,99.5,10,0.00034352816892673177,1,0.6554
640816967284,0.0,0.0,0.0,0.0,1719734.69,64.0,3.0,97.5,64000000.0,1719734.69,97.5,3,0.0004293272728831342,1,0.6551
376301205794,0.0,0.0,0.0,0.0,1119429.29,41.0,14.0,99.9,41000000.0,1119429.29,99.9,14,0.00029381697472741176,1,0.655
571637951414,0.0,0.0,0.0,0.0,2904345.03,145.0,4.0,99.2,145000000.0,2904345.03,99.2,4,0.00041640797649966703,1,0.6546
875258277822,0.0,0.0,0.0,0.0,853491.15,45.0,11.0,99.8,45000000.0,853491.15,99.8,11,0.00032747512757112866,1,0.6525
473879196939,0.0,0.0,0.0,0.0,2030318.96,84.0,6.0,99.9,84000000.0,2030318.96,99.9,6,0.00038737081259482834,1,0.6513
376080979937,0.0,0.0,0.0,0.0,2801424.94,77.0,9.0,99.9,77000000.0,2801424.94,99.9,9,0.0003502741006238308,1,0.6512
413749078919,0.0,0.0,0.0,0.0,887693.88,65.0,2.0,68.3,65000000.0,887693.88,68.3,2,0.00043647433468065294,1,0.6512
242849205698,0.0,0.0,0.0,0.0,2460086.18,129.0,5.0,100.0,129000000.0,2460086.18,100.0,5,0.0003965572670960904,1,0.6489
510926900010,0.0,0.0,0.0,0.0,1020246.18,54.0,13.0,100.0,54000000.0,1020246.18,100.0,13,0.00029641401976709876,1,0.6476
664288096071,0.0,0.0,0.0,0.0,1122655.32,72.0,9.0,100.0,72000000.0,1122655.32,100.0,9,0.00034555270086934504,1,0.6476
184371266153,0.0,0.0,0.0,0.0,1094734.98,40.0,10.0,99.9,40000000.0,1094734.98,99.9,10,0.000331242748587631,1,0.646
297126984292,0.0,0.0,0.0,0.0,1352256.52,63.0,8.0,99.9,63000000.0,1352256.52,99.9,8,0.0003555449091868302,1,0.6458
922311380205,0.0,0.0,0.0,0.0,1316999.51,57.0,2.0,98.9,57000000.0,1316999.51,98.9,2,0.00042540957015104516,1,0.6428
706719332414,0.0,0.0,0.0,0.0,1373544.75,43.0,3.0,98.9,43000000.0,1373544.75,98.9,3,0.00041286465627608077,1,0.6426
680250885306,0.0,0.0,0.0,0.0,431598.83,43.0,15.0,99.9,43000000.0,431598.83,99.9,15,0.00026408801279576054,1,0.6418
606022275939,0.0,0.0,0.0,0.0,530947.16,31.0,14.0,100.0,31000000.0,530947.16,100.0,14,0.00027508240651478966,1,0.6408
362792775629,0.0,0.0,0.0,0.0,1366362.07,40.0,1.0,94.8,40000000.0,1366362.07,94.8,1,0.0004349114842127043,1,0.6406
634748596274,0.0,0.0,0.0,0.0,983145.7999999999,43.0,11.0,99.9,43000000.0,983145.7999999999,99.9,11,0.00031108539933519453,1,0.6401
870879681813,0.0,0.0,0.0,0.0,1591577.94,56.0,3.0,99.9,56000000.0,1591577.94,99.9,3,0.00040932307227025853,1,0.6399
659231358376,0.0,0.0,0.0,0.0,1155488.28,49.0,11.0,100.0,49000000.0,1155488.28,100.0,11,0.0003099419507429945,1,0.6392
421495740022,0.0,0.0,0.0,0.0,1146435.94,58.0,7.0,99.9,58000000.0,1146435.94,99.9,7,0.00035758245245537574,1,0.638
270298631872,0.0,0.0,0.0,0.0,1616178.46,70.0,2.0,93.8,70000000.0,1616178.46,93.8,2,0.0004190475813569876,1,0.6379
927801690616,0.0,0.0,0.0,0.0,1674539.81,107.0,3.0,97.9,107000000.0,1674539.81,97.9,3,0.00040618950605111475,1,0.6375
738215830941,0.0,0.0,0.0,0.0,1035163.75,51.0,3.0,99.8,51000000.0,1035163.75,99.8,3,0.0004058599810683846,1,0.6372
406679487280,0.0,0.0,0.0,0.0,1446986.81,52.0,2.0,100.0,52000000.0,1446986.81,100.0,2,0.0004167706407262976,1,0.6362
129713123104,0.0,0.0,0.0,0.0,2256704.35,122.0,3.0,94.0,122000000.0,2256704.35,94.0,3,0.0004038444599422474,1,0.6357
247856761914,0.0,0.0,0.0,0.0,1279498.64,87.0,1.0,70.6,87000000.0,1279498.64,70.6,1,0.0004266285599100315,1,0.6343
960869464889,0.0,0.0,0.0,0.0,1743088.6199999999,88.0,2.0,99.1,88000000.0,1743088.6199999999,99.1,2,0.00041405423427398207,1,0.6341
243327781428,0.0,0.0,0.0,0.0,1320838.42,74.0,1.0,98.2,74000000.0,1320838.42,98.2,1,0.0004264113304234231,1,0.6341
365660740440,0.0,0.0,0.0,0.0,1095462.54,63.0,7.0,100.0,63000000.0,1095462.54,100.0,7,0.0003489111286545047,1,0.6314
230350315793,0.0,0.0,0.0,0.0,862764.19,54.0,9.0,99.9,54000000.0,862764.19,99.9,9,0.00032420058268741933,1,0.6313
581758196839,0.0,0.0,0.0,0.0,1166414.0,64.0,4.0,98.6,64000000.0,1166414.0,98.6,4,0.00038130282842748815,1,0.6279
827577525899,0.0,0.0,0.0,0.0,1351444.49,43.0,8.0,99.9,43000000.0,1351444.49,99.9,8,0.0003290987666900742,1,0.6256
253436542344,0.0,0.0,0.0,0.0,884339.62,70.0,4.0,97.9,70000000.0,884339.62,97.9,4,0.00037659713925894986,1,0.6243
144892690749,0.0,0.0,0.0,0.0,1791287.51,100.0,1.0,63.7,100000000.0,1791287.51,63.7,1,0.0004133759021809452,1,0.6242
309526507468,0.0,0.0,0.0,0.0,1762670.88,59.0,3.0,100.0,59000000.0,1762670.88,100.0,3,0.00038849914907845276,1,0.624
903496834489,0.0,0.0,0.0,0.0,772355.77,40.0,10.0,100.0,40000000.0,772355.77,100.0,10,0.0003011742978418863,1,0.6231
659649191287,0.0,0.0,0.0,0.0,1077465.3900000001,50.0,6.0,99.4,50000000.0,1077465.3900000001,99.4,6,0.0003498427787697478,1,0.6227
452676090905,0.0,0.0,0.0,0.0,962967.11,39.0,10.0,99.9,39000000.0,962967.11,99.9,10,0.0002996156022223378,1,0.6219
186927411531,0.0,0.0,0.0,0.0,922335.0599999999,67.0,11.0,99.2,67000000.0,922335.0599999999,99.2,11,0.00028618879360347573,1,0.6211
265984004501,0.0,0.0,0.0,0.0,1581214.56,53.0,7.0,100.0,53000000.0,1581214.56,100.0,7,0.00033517212829704433,1,0.6209
839886650378,0.0,0.0,0.0,0.0,1245562.84,82.0,1.0,98.4,82000000.0,1245562.84,98.4,1,0.00040757230663198747,1,0.6198
881015240344,0.0,0.0,0.0,0.0,1361792.8599999999,76.0,1.0,99.9,76000000.0,1361792.8599999999,99.9,1,0.0004074515663251003,1,0.6197
928837970618,0.0,0.0,0.0,0.0,1971948.66,73.0,5.0,100.0,73000000.0,1971948.66,100.0,5,0.000357992051529179,1,0.6195
587296118271,0.0,0.0,0.0,0.0,976868.52,64.0,10.0,99.6,64000000.0,976868.52,99.6,10,0.00029616688529923713,1,0.6193
782233112433,0.0,0.0,0.0,0.0,987428.8099999999,63.0,2.0,98.5,63000000.0,987428.8099999999,98.5,2,0.00039396875557585207,1,0.6188
222193439333,0.0,0.0,0.0,0.0,2192423.9,57.0,3.0,99.5,57000000.0,2192423.9,99.5,3,0.000381560569228944,1,0.6187
348639897373,0.0,0.0,0.0,0.0,707895.52,44.0,8.0,99.9,44000000.0,707895.52,99.9,8,0.00031841685875992935,1,0.6175
998022857870,0.0,0.0,0.0,0.0,735487.56,44.0,11.0,99.9,44000000.0,735487.56,99.9,11,0.00027764998422807197,1,0.6146
896905768464,0.0,0.0,0.0,0.0,1599143.8499999999,42.0,8.0,100.0,42000000.0,1599143.8499999999,100.0,8,0.0003125328428375598,1,0.613
475378826055,0.0,0.0,0.0,0.0,1508357.82,55.0,1.0,89.7,55000000.0,1508357.82,89.7,1,0.00039862794020835483,1,0.613
396027535930,0.0,0.0,0.0,0.0,1518626.08,87.0,2.0,96.8,87000000.0,1518626.08,96.8,2,0.00038549657735234566,1,0.6124
403182298235,0.0,0.0,0.0,0.0,1512777.75,97.0,2.0,97.3,97000000.0,1512777.75,97.3,2,0.00038320877059604103,1,0.6106
435977513908,0.0,0.0,0.0,0.0,2227306.31,108.0,3.0,99.0,108000000.0,2227306.31,99.0,3,0.0003704339906097333,1,0.6103
738870834980,0.0,0.0,0.0,0.0,1002618.06,45.0,9.0,99.9,45000000.0,1002618.06,99.9,9,0.0002961680345379661,1,0.6099
239429499957,0.0,0.0,0.0,0.0,1854520.59,89.0,2.0,99.6,89000000.0,1854520.59,99.6,2,0.00038223516886210933,1,0.6099
233524436372,0.0,0.0,0.0,0.0,1608192.78,88.0,2.0,98.7,88000000.0,1608192.78,98.7,2,0.0003804449055951388,1,0.6085
970098780030,0.0,0.0,0.0,0.0,879037.87,45.0,1.0,100.0,45000000.0,879037.87,100.0,1,0.00038963616964484245,1,0.6061
845653958758,0.0,0.0,0.0,0.0,708213.99,51.0,2.0,98.7,51000000.0,708213.99,98.7,2,0.0003766374050081314,1,0.6056
495426705922,0.0,0.0,0.0,0.0,1680321.83,39.0,2.0,99.1,39000000.0,1680321.83,99.1,2,0.000375774312160899,1,0.6049
230081637086,0.0,0.0,0.0,0.0,1767178.94,81.0,1.0,98.0,81000000.0,1767178.94,98.0,1,0.00038768901899371007,1,0.6046
580385251065,0.0,0.0,0.0,0.0,2738892.3,68.0,1.0,87.2,68000000.0,2738892.3,87.2,1,0.0003845356014140816,1,0.6022
334566803002,0.0,0.0,0.0,0.0,825719.42,54.0,8.0,99.9,54000000.0,825719.42,99.9,8,0.0002981906002347552,1,0.6021
592519973074,0.0,0.0,0.0,0.0,1015396.88,37.0,7.0,99.9,37000000.0,1015396.88,99.9,7,0.0003103552168101376,1,0.602
511539256672,0.0,0.0,0.0,0.0,1238326.53,48.0,3.0,99.4,48000000.0,1238326.53,99.4,3,0.0003591653685081327,1,0.6017
440118594269,0.0,0.0,0.0,0.0,899977.68,66.0,1.0,91.3,66000000.0,899977.68,91.3,1,0.00038372737280629077,1,0.6016
892611386421,0.0,0.0,0.0,0.0,1073048.16,67.0,9.0,99.8,67000000.0,1073048.16,99.8,9,0.00028454776785862956,1,0.6011
224151431059,0.0,0.0,0.0,0.0,1494436.61,93.0,0.0,68.7,93000000.0,1494436.61,68.7,0,0.00039472393449762634,0,0.6006
665792814484,0.0,0.0,0.0,0.0,1093060.32,7.0,7.0,99.4,7000000.0,1093060.32,99.4,7,0.0003078559501364304,1,0.6001
585665142462,0.0,0.0,0.0,0.0,1378578.43,61.0,2.0,96.6,61000000.0,1378578.43,96.6,2,0.0003690316425569601,1,0.5998
536441278731,0.0,0.0,0.0,0.0,1416458.69,67.0,3.0,99.8,67000000.0,1416458.69,99.8,3,0.00035607036574276653,1,0.5993
103851278347,0.0,0.0,0.0,0.0,1057675.85,42.0,8.0,100.0,42000000.0,1057675.85,100.0,8,0.00029421668855290065,1,0.5991
934551723863,0.0,0.0,0.0,0.0,1552963.52,51.0,1.0,99.9,51000000.0,1552963.52,99.9,1,0.0003800802927407358,1,0.5989
590378135716,0.0,0.0,0.0,0.0,1557339.66,51.0,2.0,100.0,51000000.0,1557339.66,100.0,2,0.00036639127984411195,1,0.5978
766656500995,0.0,0.0,0.0,0.0,674535.22,48.0,7.0,99.8,48000000.0,674535.22,99.8,7,0.0003011009228740248,1,0.5949
912308838788,0.0,0.0,0.0,0.0,1066235.69,66.0,4.0,96.2,66000000.0,1066235.69,96.2,4,0.0003371513198896327,1,0.5943
121421385899,0.0,0.0,0.0,0.0,708537.7,36.0,3.0,99.9,36000000.0,708537.7,99.9,3,0.00034855044053568306,1,0.5936
183101082855,0.0,0.0,0.0,0.0,1628942.09,74.0,2.0,97.1,74000000.0,1628942.09,97.1,2,0.00035941952546416186,1,0.5925
261905164467,0.0,0.0,0.0,0.0,1054815.09,54.0,2.0,100.0,54000000.0,1054815.09,100.0,2,0.00035892445764348734,1,0.5921
933634271229,0.0,0.0,0.0,0.0,793544.72,59.0,3.0,99.3,59000000.0,793544.72,99.3,3,0.00034627513279421123,1,0.5919
606683304477,0.0,0.0,0.0,0.0,1145438.5,81.0,8.0,99.1,81000000.0,1145438.5,99.1,8,0.0002845234345034547,1,0.5917
156697104564,0.0,0.0,0.0,0.0,727667.09,45.0,1.0,99.1,45000000.0,727667.09,99.1,1,0.00036985662376053634,1,0.5911
163414302539,0.0,0.0,0.0,0.0,1345719.26,63.0,2.0,67.8,63000000.0,1345719.26,67.8,2,0.00035609444918570734,1,0.59
865512514171,0.0,0.0,0.0,0.0,1147423.59,43.0,11.0,99.4,43000000.0,1147423.59,99.4,11,0.00024525366081515646,1,0.5899
832365970325,0.0,0.0,0.0,0.0,527660.46,39.0,12.0,100.0,39000000.0,527660.46,100.0,12,0.00023255108450253027,1,0.5896
207167873783,0.0,0.0,0.0,0.0,788330.76,47.0,2.0,94.2,47000000.0,788330.76,94.2,2,0.0003554909363883386,1,0.5895
794358704729,0.0,0.0,0.0,0.0,489926.65,24.0,2.0,99.2,24000000.0,489926.65,99.2,2,0.0003537900463163663,1,0.5882
793333647431,0.0,0.0,0.0,0.0,1613856.3699999999,81.0,2.0,98.4,81000000.0,1613856.3699999999,98.4,2,0.0003537008910321082,1,0.5881
962332762675,0.0,0.0,0.0,0.0,528700.07,35.0,2.0,97.3,35000000.0,528700.07,97.3,2,0.0003518634100610263,1,0.5867
647740114682,0.0,0.0,0.0,0.0,621869.69,45.0,7.0,100.0,45000000.0,621869.69,100.0,7,0.00029008042815239317,1,0.5866
613136172872,0.0,0.0,0.0,0.0,651189.15,49.0,1.0,87.9,49000000.0,651189.15,87.9,1,0.00036377575276111775,1,0.5864
404512369810,0.0,0.0,0.0,0.0,865543.92,57.0,1.0,98.2,57000000.0,865543.92,98.2,1,0.0003626238374100997,1,0.5856
354129534556,0.0,0.0,0.0,0.0,805170.74,45.0,1.0,75.7,45000000.0,805170.74,75.7,1,0.00036256654127060704,1,0.5855
685821056277,0.0,0.0,0.0,0.0,976041.99,57.0,1.0,99.1,57000000.0,976041.99,99.1,1,0.00036243340438172863,1,0.5854
981195512835,0.0,0.0,0.0,0.0,903802.87,65.0,3.0,99.6,65000000.0,903802.87,99.6,3,0.00033636298812015557,1,0.5843
502004870036,0.0,0.0,0.0,0.0,796423.6799999999,32.0,3.0,99.7,32000000.0,796423.6799999999,99.7,3,0.00033640805550999223,1,0.5843
592664812212,0.0,0.0,0.0,0.0,1088224.53,79.0,3.0,81.1,79000000.0,1088224.53,81.1,3,0.00033636784616974214,1,0.5843
814899952889,0.0,0.0,0.0,0.0,945892.71,44.0,8.0,99.9,44000000.0,945892.71,99.9,8,0.00027463553362513005,1,0.5842
398684976957,0.0,0.0,0.0,0.0,1471759.65,60.0,2.0,99.9,60000000.0,1471759.65,99.9,2,0.0003456715843695913,1,0.582
821115448513,0.0,0.0,0.0,0.0,920237.62,51.0,2.0,96.7,51000000.0,920237.62,96.7,2,0.0003453663488070023,1,0.5818
188656467760,0.0,0.0,0.0,0.0,755669.97,40.0,5.0,100.0,40000000.0,755669.97,100.0,5,0.0003083513306069921,1,0.5817
270269412871,0.0,0.0,0.0,0.0,1049530.05,79.0,4.0,98.1,79000000.0,1049530.05,98.1,4,0.00032035175992746435,1,0.5815
751920905955,0.0,0.0,0.0,0.0,1039349.31,62.0,1.0,94.5,62000000.0,1039349.31,94.5,1,0.0003565274875768124,1,0.5809
607046093065,0.0,0.0,0.0,0.0,1777175.5,91.0,2.0,96.2,91000000.0,1777175.5,96.2,2,0.0003437430347541948,1,0.5806
218011764205,0.0,0.0,0.0,0.0,901555.77,67.0,0.0,41.0,67000000.0,901555.77,41.0,0,0.0003675621613571391,0,0.5799
956031605792,0.0,0.0,0.0,0.0,1045572.62,68.0,0.0,58.3,68000000.0,1045572.62,58.3,0,0.0003669304702145755,0,0.5795
183549351833,0.0,0.0,0.0,0.0,1039147.4500000001,43.0,2.0,97.6,43000000.0,1039147.4500000001,97.6,2,0.0003420690323699861,1,0.5793
352646169136,0.0,0.0,0.0,0.0,845806.09,52.0,1.0,95.8,52000000.0,845806.09,95.8,1,0.0003537711990714926,1,0.5788
789932599514,0.0,0.0,0.0,0.0,922452.85,56.0,0.0,27.8,56000000.0,922452.85,27.8,0,0.0003657609820708862,0,0.5786
671854755399,0.0,0.0,0.0,0.0,1441751.86,54.0,3.0,100.0,54000000.0,1441751.86,100.0,3,0.0003282639231826529,1,0.5781
725308753804,0.0,0.0,0.0,0.0,320044.5,20.0,9.0,100.0,20000000.0,320044.5,100.0,9,0.00025409636724807195,1,0.5779
628598563035,0.0,0.0,0.0,0.0,979519.87,54.0,2.0,98.4,54000000.0,979519.87,98.4,2,0.0003392134851518579,1,0.5771
190947437617,0.0,0.0,0.0,0.0,593357.36,51.0,2.0,95.1,51000000.0,593357.36,95.1,2,0.00033824465975058015,1,0.5764
892431130032,0.0,0.0,0.0,0.0,983162.1900000001,57.0,1.0,63.8,57000000.0,983162.1900000001,63.8,1,0.00035054467818075574,1,0.5764
149455618918,0.0,0.0,0.0,0.0,738402.6,55.0,3.0,91.9,55000000.0,738402.6,91.9,3,0.0003232871354811487,1,0.5743
248807352330,0.0,0.0,0.0,0.0,946108.16,78.0,3.0,92.5,78000000.0,946108.16,92.5,3,0.00032295417445901437,1,0.5741
421861640412,0.0,0.0,0.0,0.0,659741.46,42.0,1.0,21.9,42000000.0,659741.46,21.9,1,0.00034613823236585633,1,0.573
179863633655,0.0,0.0,0.0,0.0,1656070.86,86.0,2.0,95.2,86000000.0,1656070.86,95.2,2,0.0003308183472453486,1,0.5707
