CDR_ID,IPDR_ID,Relationship_Type,Time_Difference_Seconds,Is_Correlated
CDR202600000068,,NO_MATCH,,0
CDR202600000069,,NO_MATCH,,0
CDR202600000070,,NO_MATCH,,0
CDR202600000071,,NO_MATCH,,0
CDR202600000072,,NO_MATCH,,0
CDR202600000073,,NO_MATCH,,0
CDR202600000074,,NO_MATCH,,0
CDR202600000075,IPDR202600000059,PRIMARY_SESSION,-873,1
CDR202600000076,IPDR202600000061,PRIMARY_SESSION,-376,1
CDR202600000077,IPDR202600000072,PRIMARY_SESSION,692,1
CDR202600000078,,NO_MATCH,,0
CDR202600000079,,NO_MATCH,,0
CDR202600000080,,NO_MATCH,,0
CDR202600000081,,NO_MATCH,,0
CDR202600000082,,NO_MATCH,,0
CDR202600000083,IPDR202600000067,PRIMARY_SESSION,-772,1
CDR202600000084,,NO_MATCH,,0
CDR202600000085,,NO_MATCH,,0
CDR202600000086,,NO_MATCH,,0
CDR202600000087,,NO_MATCH,,0
CDR202600000088,,NO_MATCH,,0
CDR202600000089,,NO_MATCH,,0
CDR202600000090,,NO_MATCH,,0
CDR202600000091,,NO_MATCH,,0
CDR202600000092,,NO_MATCH,,0
CDR202600000093,,NO_MATCH,,0
CDR202600000094,,NO_MATCH,,0
CDR202600000095,,NO_MATCH,,0
CDR202600000096,,NO_MATCH,,0
CDR202600000097,,NO_MATCH,,0
CDR202600000098,,NO_MATCH,,0
CDR202600000099,,NO_MATCH,,0
CDR202600000100,,NO_MATCH,,0
CDR202600000101,,NO_MATCH,,0
CDR202600000102,,NO_MATCH,,0
CDR202600000103,,NO_MATCH,,0
CDR202600000104,,NO_MATCH,,0
CDR202600000105,,NO_MATCH,,0
CDR202600000106,,NO_MATCH,,0
CDR202600000107,,NO_MATCH,,0
CDR202600000108,,NO_MATCH,,0
CDR202600000109,,NO_MATCH,,0
CDR202600000110,,NO_MATCH,,0
CDR202600000111,,NO_MATCH,,0
CDR202600000112,,NO_MATCH,,0
CDR202600000113,,NO_MATCH,,0
CDR202600000114,,NO_MATCH,,0
CDR202600000115,,NO_MATCH,,0
CDR202600000116,,NO_MATCH,,0
CDR202600000117,,NO_MATCH,,0
CDR202600000118,,NO_MATCH,,0
CDR202600000119,,NO_MATCH,,0
CDR202600000120,,NO_MATCH,,0
CDR202600000121,,NO_MATCH,,0
CDR202600000122,IPDR202600000103,PRIMARY_SESSION,152,1
CDR202600000122,IPDR202600000109,ADDITIONAL_SESSION,529,1
CDR202600000123,,NO_MATCH,,0
CDR202600000124,,NO_MATCH,,0
CDR202600000125,,NO_MATCH,,0
CDR202600000126,,NO_MATCH,,0
CDR202600000127,,NO_MATCH,,0
CDR202600000128,,NO_MATCH,,0
CDR202600000129,,NO_MATCH,,0
CDR202600000130,,NO_MATCH,,0
CDR202600000131,,NO_MATCH,,0
CDR202600000132,,NO_MATCH,,0
CDR202600000133,,NO_MATCH,,0
CDR202600000134,,NO_MATCH,,0
CDR202600000135,,NO_MATCH,,0
CDR202600000136,,NO_MATCH,,0
CDR202600000137,,NO_MATCH,,0
CDR202600000138,,NO_MATCH,,0
CDR202600000139,,NO_MATCH,,0
CDR202600000140,,NO_MATCH,,0
CDR202600000141,,NO_MATCH,,0
CDR202600000142,,NO_MATCH,,0
CDR202600000143,,NO_MATCH,,0
CDR202600000144,IPDR202600000127,PRIMARY_SESSION,248,1
CDR202600000144,IPDR202600000128,ADDITIONAL_SESSION,268,1
CDR202600000145,IPDR202600000131,PRIMARY_SESSION,464,1
CDR202600000146,,NO_MATCH,,0
CDR202600000147,,NO_MATCH,,0
CDR202600000148,,NO_MATCH,,0
CDR202600000149,,NO_MATCH,,0
CDR202600000150,,NO_MATCH,,0
CDR202600000151,,NO_MATCH,,0
CDR202600000152,,NO_MATCH,,0
CDR202600000153,,NO_MATCH,,0
CDR202600000154,,NO_MATCH,,0
CDR202600000155,,NO_MATCH,,0
CDR202600000156,,NO_MATCH,,0
CDR202600000157,IPDR202600000138,PRIMARY_SESSION,-33,1
CDR202600000158,,NO_MATCH,,0
CDR202600000159,,NO_MATCH,,0
CDR202600000160,,NO_MATCH,,0
CDR202600000161,,NO_MATCH,,0
CDR202600000162,,NO_MATCH,,0
CDR202600000163,,NO_MATCH,,0
CDR202600000164,,NO_MATCH,,0
CDR202600000165,,NO_MATCH,,0
CDR202600000166,,NO_MATCH,,0
CDR202600000167,,NO_MATCH,,0
CDR202600000168,,NO_MATCH,,0
CDR202600000169,,NO_MATCH,,0
CDR202600000170,,NO_MATCH,,0
CDR202600000171,,NO_MATCH,,0
CDR202600000172,,NO_MATCH,,0
CDR202600000173,,NO_MATCH,,0
CDR202600000174,,NO_MATCH,,0
CDR202600000175,,NO_MATCH,,0
CDR202600000176,,NO_MATCH,,0
CDR202600000177,,NO_MATCH,,0
CDR202600000178,,NO_MATCH,,0
CDR202600000179,,NO_MATCH,,0
CDR202600000180,,NO_MATCH,,0
CDR202600000181,,NO_MATCH,,0
CDR202600000182,,NO_MATCH,,0
CDR202600000183,,NO_MATCH,,0
CDR202600000184,,NO_MATCH,,0
CDR202600000185,,NO_MATCH,,0
CDR202600000186,,NO_MATCH,,0
CDR202600000187,,NO_MATCH,,0
CDR202600000188,,NO_MATCH,,0
CDR202600000189,IPDR202600000164,PRIMARY_SESSION,-71,1
CDR202600000190,,NO_MATCH,,0
CDR202600000191,,NO_MATCH,,0
CDR202600000192,,NO_MATCH,,0
CDR202600000193,,NO_MATCH,,0
CDR202600000194,,NO_MATCH,,0
CDR202600000195,,NO_MATCH,,0
CDR202600000196,,NO_MATCH,,0
CDR202600000197,,NO_MATCH,,0
CDR202600000198,,NO_MATCH,,0
CDR202600000199,,NO_MATCH,,0
CDR202600000200,,NO_MATCH,,0
CDR202600000201,,NO_MATCH,,0
CDR202600000202,,NO_MATCH,,0
CDR202600000203,,NO_MATCH,,0
CDR202600000204,,NO_MATCH,,0
CDR202600000205,,NO_MATCH,,0
CDR202600000206,,NO_MATCH,,0
CDR202600000207,,NO_MATCH,,0
CDR202600000208,,NO_MATCH,,0
CDR202600000209,,NO_MATCH,,0
CDR202600000210,,NO_MATCH,,0
CDR202600000211,,NO_MATCH,,0
CDR202600000212,,NO_MATCH,,0
CDR202600000213,,NO_MATCH,,0
CDR202600000214,,NO_MATCH,,0
CDR202600000215,,NO_MATCH,,0
CDR202600000216,,NO_MATCH,,0
CDR202600000217,IPDR202600000180,PRIMARY_SESSION,103,1
CDR202600000217,IPDR202600000189,ADDITIONAL_SESSION,471,1
CDR202600000218,IPDR202600000183,PRIMARY_SESSION,138,1
CDR202600000219,,NO_MATCH,,0
CDR202600000220,,NO_MATCH,,0
CDR202600000221,,NO_MATCH,,0
CDR202600000222,,NO_MATCH,,0
CDR202600000223,,NO_MATCH,,0
CDR202600000224,,NO_MATCH,,0
CDR202600000225,,NO_MATCH,,0
CDR202600000226,,NO_MATCH,,0
CDR202600000227,,NO_MATCH,,0
CDR202600000228,,NO_MATCH,,0
CDR202600000229,,NO_MATCH,,0
CDR202600000230,,NO_MATCH,,0
CDR202600000231,,NO_MATCH,,0
CDR202600000232,IPDR202600000189,PRIMARY_SESSION,-95,1
CDR202600000232,IPDR202600000195,ADDITIONAL_SESSION,404,1
CDR202600000233,,NO_MATCH,,0
CDR202600000234,,NO_MATCH,,0
CDR202600000235,,NO_MATCH,,0
CDR202600000236,,NO_MATCH,,0
CDR202600000237,,NO_MATCH,,0
CDR202600000238,,NO_MATCH,,0
CDR202600000239,,NO_MATCH,,0
CDR202600000240,,NO_MATCH,,0
CDR202600000241,IPDR202600000185,PRIMARY_SESSION,-638,1
CDR202600000242,,NO_MATCH,,0
CDR202600000243,,NO_MATCH,,0
CDR202600000244,,NO_MATCH,,0
CDR202600000245,,NO_MATCH,,0
CDR202600000246,IPDR202600000199,PRIMARY_SESSION,-350,1
CDR202600000247,,NO_MATCH,,0
CDR202600000248,,NO_MATCH,,0
CDR202600000249,,NO_MATCH,,0
CDR202600000250,,NO_MATCH,,0
CDR202600000251,,NO_MATCH,,0
CDR202600000252,,NO_MATCH,,0
CDR202600000253,,NO_MATCH,,0
CDR202600000254,,NO_MATCH,,0
CDR202600000255,,NO_MATCH,,0
CDR202600000256,,NO_MATCH,,0
CDR202600000257,,NO_MATCH,,0
CDR202600000258,,NO_MATCH,,0
CDR202600000259,,NO_MATCH,,0
CDR202600000260,,NO_MATCH,,0
CDR202600000261,,NO_MATCH,,0
CDR202600000262,,NO_MATCH,,0
CDR202600000263,,NO_MATCH,,0
CDR202600000264,,NO_MATCH,,0
CDR202600000265,,NO_MATCH,,0
CDR202600000266,IPDR202600000217,PRIMARY_SESSION,-243,1
CDR202600000267,IPDR202600000223,PRIMARY_SESSION,396,1
CDR202600000268,,NO_MATCH,,0
CDR202600000269,,NO_MATCH,,0
CDR202600000270,,NO_MATCH,,0
CDR202600000271,,NO_MATCH,,0
CDR202600000272,,NO_MATCH,,0
CDR202600000273,,NO_MATCH,,0
CDR202600000274,,NO_MATCH,,0
CDR202600000275,IPDR202600000231,PRIMARY_SESSION,751,1
CDR202600000276,,NO_MATCH,,0
CDR202600000277,,NO_MATCH,,0
CDR202600000278,,NO_MATCH,,0
CDR202600000279,,NO_MATCH,,0
CDR202600000280,,NO_MATCH,,0
CDR202600000281,,NO_MATCH,,0
CDR202600000282,,NO_MATCH,,0
CDR202600000283,,NO_MATCH,,0
CDR202600000284,,NO_MATCH,,0
CDR202600000285,,NO_MATCH,,0
CDR202600000286,,NO_MATCH,,0
CDR202600000287,,NO_MATCH,,0
CDR202600000288,,NO_MATCH,,0
CDR202600000289,,NO_MATCH,,0
CDR202600000290,,NO_MATCH,,0
CDR202600000291,IPDR202600000228,PRIMARY_SESSION,-446,1
CDR202600000292,,NO_MATCH,,0
CDR202600000293,,NO_MATCH,,0
CDR202600000294,,NO_MATCH,,0
CDR202600000295,IPDR202600000234,PRIMARY_SESSION,-294,1
CDR202600000296,,NO_MATCH,,0
CDR202600000297,,NO_MATCH,,0
CDR202600000298,,NO_MATCH,,0
CDR202600000299,,NO_MATCH,,0
CDR202600000300,,NO_MATCH,,0
CDR202600000301,,NO_MATCH,,0
CDR202600000302,,NO_MATCH,,0
CDR202600000303,,NO_MATCH,,0
CDR202600000304,,NO_MATCH,,0
CDR202600000305,,NO_MATCH,,0
CDR202600000306,,NO_MATCH,,0
CDR202600000307,,NO_MATCH,,0
CDR202600060355,,NO_MATCH,,0
CDR202600000308,,NO_MATCH,,0
CDR202600000309,,NO_MATCH,,0
CDR202600000310,IPDR202600000243,PRIMARY_SESSION,-605,1
CDR202600000311,,NO_MATCH,,0
CDR202600000312,,NO_MATCH,,0
CDR202600000313,IPDR202600000256,PRIMARY_SESSION,173,1
CDR202600000314,,NO_MATCH,,0
CDR202600000315,,NO_MATCH,,0
CDR202600000316,,NO_MATCH,,0
CDR202600000317,,NO_MATCH,,0
CDR202600000318,,NO_MATCH,,0
CDR202600000319,,NO_MATCH,,0
CDR202600000320,,NO_MATCH,,0
CDR202600000321,,NO_MATCH,,0
CDR202600000322,,NO_MATCH,,0
CDR202600000323,,NO_MATCH,,0
CDR202600000324,,NO_MATCH,,0
CDR202600000325,,NO_MATCH,,0
CDR202600000326,,NO_MATCH,,0
CDR202600000327,,NO_MATCH,,0
CDR202600000328,,NO_MATCH,,0
CDR202600000329,,NO_MATCH,,0
CDR202600000330,,NO_MATCH,,0
CDR202600000331,,NO_MATCH,,0
CDR202600000332,,NO_MATCH,,0
CDR202600000333,,NO_MATCH,,0
CDR202600000334,,NO_MATCH,,0
CDR202600000335,,NO_MATCH,,0
CDR202600000336,,NO_MATCH,,0
CDR202600000337,,NO_MATCH,,0
CDR202600000338,,NO_MATCH,,0
CDR202600000339,,NO_MATCH,,0
CDR202600000340,IPDR202600000272,PRIMARY_SESSION,336,1
CDR202600000341,,NO_MATCH,,0
CDR202600000342,,NO_MATCH,,0
CDR202600000343,,NO_MATCH,,0
CDR202600000344,IPDR202600000268,PRIMARY_SESSION,-325,1
CDR202600000345,,NO_MATCH,,0
CDR202600000346,,NO_MATCH,,0
CDR202600000347,,NO_MATCH,,0
CDR202600000348,,NO_MATCH,,0
CDR202600000349,,NO_MATCH,,0
CDR202600000350,,NO_MATCH,,0
CDR202600000351,,NO_MATCH,,0
CDR202600000352,,NO_MATCH,,0
CDR202600000353,,NO_MATCH,,0
CDR202600000354,IPDR202600000292,PRIMARY_SESSION,428,1
CDR202600000355,,NO_MATCH,,0
CDR202600000356,,NO_MATCH,,0
CDR202600000357,,NO_MATCH,,0
CDR202600000358,,NO_MATCH,,0
CDR202600000359,,NO_MATCH,,0
CDR202600000360,,NO_MATCH,,0
CDR202600000361,,NO_MATCH,,0
CDR202600000362,,NO_MATCH,,0
CDR202600000363,,NO_MATCH,,0
CDR202600000364,,NO_MATCH,,0
CDR202600000365,,NO_MATCH,,0
CDR202600000366,,NO_MATCH,,0
CDR202600000367,,NO_MATCH,,0
CDR202600000368,,NO_MATCH,,0
CDR202600000369,,NO_MATCH,,0
CDR202600000370,,NO_MATCH,,0
CDR202600000371,,NO_MATCH,,0
CDR202600000372,,NO_MATCH,,0
CDR202600000373,,NO_MATCH,,0
CDR202600000374,,NO_MATCH,,0
CDR202600000375,,NO_MATCH,,0
CDR202600000376,IPDR202600000307,PRIMARY_SESSION,289,1
CDR202600000377,,NO_MATCH,,0
CDR202600000378,,NO_MATCH,,0
CDR202600000379,,NO_MATCH,,0
CDR202600000380,,NO_MATCH,,0
CDR202600000381,,NO_MATCH,,0
CDR202600000382,,NO_MATCH,,0
CDR202600000383,,NO_MATCH,,0
CDR202600000384,,NO_MATCH,,0
CDR202600000385,,NO_MATCH,,0
CDR202600000386,,NO_MATCH,,0
CDR202600000387,,NO_MATCH,,0
CDR202600000388,,NO_MATCH,,0
CDR202600000389,,NO_MATCH,,0
CDR202600000390,IPDR202600000319,PRIMARY_SESSION,522,1
CDR202600000391,,NO_MATCH,,0
CDR202600000392,,NO_MATCH,,0
CDR202600000393,,NO_MATCH,,0
CDR202600000394,,NO_MATCH,,0
CDR202600000395,,NO_MATCH,,0
CDR202600000396,,NO_MATCH,,0
CDR202600000397,,NO_MATCH,,0
CDR202600000398,,NO_MATCH,,0
CDR202600000399,,NO_MATCH,,0
CDR202600000400,,NO_MATCH,,0
CDR202600000401,IPDR202600000326,PRIMARY_SESSION,546,1
CDR202600000402,,NO_MATCH,,0
CDR202600000403,,NO_MATCH,,0
CDR202600000404,,NO_MATCH,,0
CDR202600000405,,NO_MATCH,,0
CDR202600000406,,NO_MATCH,,0
CDR202600000407,,NO_MATCH,,0
CDR202600000408,,NO_MATCH,,0
CDR202600000409,,NO_MATCH,,0
CDR202600000410,,NO_MATCH,,0
CDR202600000411,,NO_MATCH,,0
CDR202600000412,,NO_MATCH,,0
CDR202600000413,,NO_MATCH,,0
CDR202600000414,,NO_MATCH,,0
CDR202600000415,,NO_MATCH,,0
CDR202600000416,,NO_MATCH,,0
CDR202600000417,,NO_MATCH,,0
CDR202600000418,,NO_MATCH,,0
CDR202600000419,,NO_MATCH,,0
CDR202600000420,,NO_MATCH,,0
CDR202600000421,,NO_MATCH,,0
CDR202600000422,,NO_MATCH,,0
CDR202600000423,,NO_MATCH,,0
CDR202600000424,,NO_MATCH,,0
CDR202600000425,,NO_MATCH,,0
CDR202600000426,,NO_MATCH,,0
CDR202600000427,,NO_MATCH,,0
CDR202600000428,,NO_MATCH,,0
CDR202600000429,,NO_MATCH,,0
CDR202600000430,,NO_MATCH,,0
CDR202600000431,,NO_MATCH,,0
CDR202600000432,,NO_MATCH,,0
CDR202600000433,,NO_MATCH,,0
CDR202600000434,,NO_MATCH,,0
CDR202600000435,,NO_MATCH,,0
CDR202600000436,,NO_MATCH,,0
CDR202600000437,,NO_MATCH,,0
CDR202600000438,,NO_MATCH,,0
CDR202600000439,,NO_MATCH,,0
CDR202600000440,,NO_MATCH,,0
CDR202600000441,,NO_MATCH,,0
CDR202600000442,,NO_MATCH,,0
CDR202600000443,,NO_MATCH,,0
CDR202600000444,,NO_MATCH,,0
CDR202600000445,,NO_MATCH,,0
CDR202600000446,,NO_MATCH,,0
CDR202600000447,,NO_MATCH,,0
CDR202600000448,,NO_MATCH,,0
CDR202600000449,,NO_MATCH,,0
CDR202600000450,,NO_MATCH,,0
CDR202600000451,,NO_MATCH,,0
CDR202600000452,,NO_MATCH,,0
CDR202600000453,,NO_MATCH,,0
CDR202600000454,,NO_MATCH,,0
CDR202600000455,,NO_MATCH,,0
CDR202600000456,,NO_MATCH,,0
CDR202600000457,,NO_MATCH,,0
CDR202600000458,,NO_MATCH,,0
CDR202600000459,,NO_MATCH,,0
CDR202600000460,,NO_MATCH,,0
CDR202600000461,,NO_MATCH,,0
CDR202600000462,,NO_MATCH,,0
CDR202600000463,,NO_MATCH,,0
CDR202600000464,,NO_MATCH,,0
CDR202600000465,,NO_MATCH,,0
CDR202600000466,,NO_MATCH,,0
CDR202600000467,,NO_MATCH,,0
CDR202600000468,,NO_MATCH,,0
CDR202600000469,,NO_MATCH,,0
CDR202600000470,,NO_MATCH,,0
CDR202600000471,,NO_MATCH,,0
CDR202600000472,,NO_MATCH,,0
CDR202600000473,,NO_MATCH,,0
CDR202600000474,,NO_MATCH,,0
CDR202600000475,,NO_MATCH,,0
CDR202600000476,,NO_MATCH,,0
CDR202600000477,,NO_MATCH,,0
CDR202600000478,,NO_MATCH,,0
CDR202600000479,,NO_MATCH,,0
CDR202600000480,,NO_MATCH,,0
CDR202600000481,,NO_MATCH,,0
CDR202600000482,,NO_MATCH,,0
CDR202600000483,,NO_MATCH,,0
CDR202600000484,,NO_MATCH,,0
CDR202600000485,,NO_MATCH,,0
CDR202600000486,,NO_MATCH,,0
CDR202600060485,,NO_MATCH,,0
CDR202600060489,,NO_MATCH,,0
CDR202600000487,IPDR202600000390,PRIMARY_SESSION,-187,1
CDR202600000488,,NO_MATCH,,0
CDR202600060488,,NO_MATCH,,0
CDR202600060484,,NO_MATCH,,0
CDR202600000489,IPDR202600000401,PRIMARY_SESSION,353,1
CDR202600060487,,NO_MATCH,,0
CDR202600000490,,NO_MATCH,,0
CDR202600000491,IPDR202600000408,PRIMARY_SESSION,776,1
CDR202600000492,,NO_MATCH,,0
CDR202600060486,,NO_MATCH,,0
CDR202600000493,,NO_MATCH,,0
CDR202600060490,,NO_MATCH,,0
CDR202600000494,,NO_MATCH,,0
CDR202600000495,,NO_MATCH,,0
CDR202600000496,,NO_MATCH,,0
CDR202600000497,,NO_MATCH,,0
CDR202600000498,,NO_MATCH,,0
CDR202600000499,,NO_MATCH,,0
CDR202600000500,,NO_MATCH,,0
CDR202600000501,,NO_MATCH,,0
CDR202600000502,,NO_MATCH,,0
CDR202600060408,IPDR202600050848,PRIMARY_SESSION,900,1
CDR202600000503,,NO_MATCH,,0
CDR202600000504,IPDR202600000405,PRIMARY_SESSION,-544,1
CDR202600000505,,NO_MATCH,,0
CDR202600000506,IPDR202600000407,PRIMARY_SESSION,-563,1
CDR202600000507,,NO_MATCH,,0
CDR202600000508,IPDR202600000420,PRIMARY_SESSION,120,1
CDR202600000509,,NO_MATCH,,0
CDR202600000510,,NO_MATCH,,0
CDR202600000511,,NO_MATCH,,0
CDR202600000512,,NO_MATCH,,0
CDR202600000513,,NO_MATCH,,0
CDR202600000514,,NO_MATCH,,0
CDR202600000515,,NO_MATCH,,0
CDR202600000516,,NO_MATCH,,0
CDR202600000517,,NO_MATCH,,0
CDR202600000518,,NO_MATCH,,0
CDR202600000519,,NO_MATCH,,0
CDR202600000520,,NO_MATCH,,0
CDR202600000521,,NO_MATCH,,0
CDR202600000522,,NO_MATCH,,0
CDR202600000523,,NO_MATCH,,0
CDR202600000524,,NO_MATCH,,0
CDR202600000525,,NO_MATCH,,0
CDR202600000526,,NO_MATCH,,0
CDR202600000527,,NO_MATCH,,0
CDR202600000528,,NO_MATCH,,0
CDR202600000529,,NO_MATCH,,0
CDR202600000530,,NO_MATCH,,0
CDR202600000531,,NO_MATCH,,0
CDR202600000532,,NO_MATCH,,0
CDR202600000533,,NO_MATCH,,0
CDR202600000534,,NO_MATCH,,0
CDR202600000535,,NO_MATCH,,0
CDR202600000536,,NO_MATCH,,0
CDR202600000537,,NO_MATCH,,0
CDR202600000538,IPDR202600000445,PRIMARY_SESSION,-425,1
CDR202600000539,,NO_MATCH,,0
CDR202600000540,,NO_MATCH,,0
CDR202600000541,,NO_MATCH,,0
CDR202600000542,,NO_MATCH,,0
CDR202600000543,,NO_MATCH,,0
CDR202600000544,,NO_MATCH,,0
CDR202600000545,,NO_MATCH,,0
CDR202600000546,,NO_MATCH,,0
CDR202600000547,,NO_MATCH,,0
CDR202600000548,,NO_MATCH,,0
CDR202600000549,,NO_MATCH,,0
CDR202600000550,,NO_MATCH,,0
CDR202600000551,,NO_MATCH,,0
CDR202600000552,,NO_MATCH,,0
CDR202600000553,,NO_MATCH,,0
CDR202600000554,,NO_MATCH,,0
CDR202600000555,,NO_MATCH,,0
CDR202600000556,,NO_MATCH,,0
CDR202600000557,,NO_MATCH,,0
CDR202600000558,,NO_MATCH,,0
CDR202600000559,,NO_MATCH,,0
CDR202600000560,,NO_MATCH,,0
CDR202600000561,,NO_MATCH,,0
CDR202600000562,,NO_MATCH,,0
CDR202600000563,,NO_MATCH,,0
CDR202600000564,,NO_MATCH,,0
CDR202600000565,,NO_MATCH,,0
CDR202600000566,,NO_MATCH,,0
CDR202600000567,,NO_MATCH,,0
CDR202600000568,,NO_MATCH,,0
CDR202600000569,,NO_MATCH,,0
CDR202600000570,,NO_MATCH,,0
CDR202600000571,,NO_MATCH,,0
CDR202600000572,,NO_MATCH,,0
CDR202600000573,,NO_MATCH,,0
CDR202600000574,,NO_MATCH,,0
CDR202600000575,,NO_MATCH,,0
CDR202600000576,,NO_MATCH,,0
CDR202600000577,,NO_MATCH,,0
CDR202600000578,,NO_MATCH,,0
CDR202600000579,,NO_MATCH,,0
CDR202600000580,,NO_MATCH,,0
CDR202600000581,,NO_MATCH,,0
CDR202600000582,,NO_MATCH,,0
CDR202600000583,,NO_MATCH,,0
CDR202600000584,,NO_MATCH,,0
CDR202600000585,,NO_MATCH,,0
CDR202600000586,,NO_MATCH,,0
CDR202600000587,,NO_MATCH,,0
CDR202600000588,,NO_MATCH,,0
CDR202600000589,,NO_MATCH,,0
CDR202600000590,,NO_MATCH,,0
CDR202600000591,,NO_MATCH,,0
CDR202600000592,,NO_MATCH,,0
CDR202600000593,,NO_MATCH,,0
CDR202600000594,,NO_MATCH,,0
CDR202600000595,,NO_MATCH,,0
CDR202600000596,,NO_MATCH,,0
CDR202600000597,,NO_MATCH,,0
CDR202600000598,,NO_MATCH,,0
CDR202600000599,,NO_MATCH,,0
CDR202600000600,,NO_MATCH,,0
CDR202600000601,,NO_MATCH,,0
CDR202600000602,,NO_MATCH,,0
CDR202600000603,,NO_MATCH,,0
CDR202600000604,,NO_MATCH,,0
CDR202600000605,,NO_MATCH,,0
CDR202600000606,,NO_MATCH,,0
CDR202600000607,,NO_MATCH,,0
CDR202600000608,,NO_MATCH,,0
CDR202600000609,,NO_MATCH,,0
CDR202600000610,,NO_MATCH,,0
CDR202600000611,,NO_MATCH,,0
CDR202600000612,,NO_MATCH,,0
CDR202600000613,,NO_MATCH,,0
CDR202600000614,,NO_MATCH,,0
CDR202600000615,,NO_MATCH,,0
CDR202600000616,IPDR202600000510,PRIMARY_SESSION,-798,1
CDR202600000617,,NO_MATCH,,0
CDR202600000618,,NO_MATCH,,0
CDR202600000619,,NO_MATCH,,0
CDR202600000620,,NO_MATCH,,0
CDR202600000621,,NO_MATCH,,0
CDR202600000622,,NO_MATCH,,0
CDR202600000623,,NO_MATCH,,0
CDR202600000624,,NO_MATCH,,0
CDR202600000625,,NO_MATCH,,0
CDR202600000626,,NO_MATCH,,0
CDR202600000627,,NO_MATCH,,0
CDR202600000628,,NO_MATCH,,0
CDR202600000629,,NO_MATCH,,0
CDR202600000630,,NO_MATCH,,0
CDR202600000631,,NO_MATCH,,0
CDR202600000632,,NO_MATCH,,0
CDR202600000633,,NO_MATCH,,0
CDR202600000634,,NO_MATCH,,0
CDR202600000635,,NO_MATCH,,0
CDR202600000636,,NO_MATCH,,0
CDR202600000637,,NO_MATCH,,0
CDR202600000638,,NO_MATCH,,0
CDR202600000639,,NO_MATCH,,0
CDR202600000640,,NO_MATCH,,0
CDR202600000641,,NO_MATCH,,0
CDR202600000642,,NO_MATCH,,0
CDR202600000643,,NO_MATCH,,0
CDR202600000644,,NO_MATCH,,0
CDR202600000645,,NO_MATCH,,0
CDR202600000646,,NO_MATCH,,0
CDR202600000647,,NO_MATCH,,0
CDR202600000648,,NO_MATCH,,0
CDR202600000649,,NO_MATCH,,0
CDR202600000650,,NO_MATCH,,0
CDR202600000651,,NO_MATCH,,0
CDR202600000652,,NO_MATCH,,0
