Transaction_ID,CDR_ID,Relationship_Type,Time_Difference_Seconds,Is_Correlated
TXN250101NYTG6C,,NO_MATCH,,0
ATM250101T47QHH,,NO_MATCH,,0
TXN250101TPLNGV,,NO_MATCH,,0
TXN250101QBHSTT,,NO_MATCH,,0
TXN250101ONYYXD,,NO_MATCH,,0
TXN2501012ZWQCU,,NO_MATCH,,0
TXN250101XRTK4W,,NO_MATCH,,0
ATM250101NZIVQ4,,NO_MATCH,,0
ATM250101UB3P6W,,NO_MATCH,,0
TXN250101Y6CTD0,,NO_MATCH,,0
TXN250101D939OO,,NO_MATCH,,0
TXN2501014PDE53,,NO_MATCH,,0
ATM250101F8DS9B,CDR202600000523,SENDER_OUTGOING_ACTIVITY,-7,1
TXN2501019LARA1,,NO_MATCH,,0
TXN250101G3T4JJ,,NO_MATCH,,0
TXN2501010FJ5H2,,NO_MATCH,,0
ATM25010121BIYU,,NO_MATCH,,0
ATM2501011TEB67,,NO_MATCH,,0
TXN250101209XXX,,NO_MATCH,,0
ATM2501017U27IK,,NO_MATCH,,0
ATM250101ZT4NBP,,NO_MATCH,,0
ATM250101UFZCGQ,,NO_MATCH,,0
TXN2501019I3QJK,,NO_MATCH,,0
TXN2501011IIBIF,,NO_MATCH,,0
TXN250101227HFD,,NO_MATCH,,0
TXN250101O5FEGU,,NO_MATCH,,0
ATM2501016I76F7,,NO_MATCH,,0
TXN25010180SRGX,,NO_MATCH,,0
ATM2501016MF8KB,,NO_MATCH,,0
TXN2501014GDQ4U,,NO_MATCH,,0
TXN250101H749CX,,NO_MATCH,,0
TXN250101OX6FD5,,NO_MATCH,,0
ATM250101A91X9R,,NO_MATCH,,0
ATM2501018S8KWI,,NO_MATCH,,0
ATM2501018BESSB,,NO_MATCH,,0
ATM250101OV5TTN,,NO_MATCH,,0
TXN250101R27DWG,,NO_MATCH,,0
ATM250101M1LIRQ,,NO_MATCH,,0
TXN250101IUY250,,NO_MATCH,,0
ATM250101620J93,,NO_MATCH,,0
ATM250101L23DC2,,NO_MATCH,,0
ATM250101GUOXMZ,,NO_MATCH,,0
ATM250101W844GL,,NO_MATCH,,0
ATM2501012C89WO,,NO_MATCH,,0
TXN250101DN2SHU,,NO_MATCH,,0
TXN250101RXA42P,,NO_MATCH,,0
ATM2501017808Q7,,NO_MATCH,,0
ATM250101O4BBTZ,,NO_MATCH,,0
ATM250101Z6OPCQ,,NO_MATCH,,0
ATM250101MUC4QW,,NO_MATCH,,0
ATM2501019NZ7CC,,NO_MATCH,,0
TXN250101S6S28D,,NO_MATCH,,0
ATM250101F85PKB,,NO_MATCH,,0
ATM250101JBUE1G,,NO_MATCH,,0
ATM2501017S5E4P,,NO_MATCH,,0
TXN250101KOPZEO,,NO_MATCH,,0
TXN250102MDUCTV,,NO_MATCH,,0
TXN2501020HJCB4,,NO_MATCH,,0
TXN250102XB6DFT,,NO_MATCH,,0
TXN250102P8SWD0,,NO_MATCH,,0
TXN250102WRY6PI,,NO_MATCH,,0
ATM250102SI4HQL,,NO_MATCH,,0
TXN250102CC2UL6,,NO_MATCH,,0
ATM250102MUA0TV,,NO_MATCH,,0
TXN250102UECXIA,,NO_MATCH,,0
ATM2501025IM84S,,NO_MATCH,,0
TXN250102I001ZC,,NO_MATCH,,0
TXN250102QAE8EI,,NO_MATCH,,0
TXN250102V2F4F4,,NO_MATCH,,0
TXN250102L0RZ7N,,NO_MATCH,,0
TXN250102YDDIKN,,NO_MATCH,,0
TXN25010252T29V,,NO_MATCH,,0
TXN250102WCJ5XZ,,NO_MATCH,,0
TXN250102SOLDFZ,,NO_MATCH,,0
TXN250102OD51ZZ,,NO_MATCH,,0
ATM250102PJHBUX,,NO_MATCH,,0
TXN250102TYEYV2,,NO_MATCH,,0
TXN250102G59GZD,,NO_MATCH,,0
ATM250102XI8717,,NO_MATCH,,0
TXN250102Q6U3JQ,,NO_MATCH,,0
TXN250102NELA5J,,NO_MATCH,,0
TXN250102JWDVXZ,,NO_MATCH,,0
ATM250102NDGY5T,,NO_MATCH,,0
ATM250102J3U288,,NO_MATCH,,0
ATM250102OXTGZK,,NO_MATCH,,0
TXN250102A7EGJV,,NO_MATCH,,0
TXN250102G8GAEG,,NO_MATCH,,0
ATM250102GOW81G,,NO_MATCH,,0
TXN250102KJAKAY,,NO_MATCH,,0
TXN2501024HENG5,,NO_MATCH,,0
ATM250102QCVFTI,,NO_MATCH,,0
TXN2501023C0UKU,,NO_MATCH,,0
TXN250102YGX0D8,,NO_MATCH,,0
TXN250102GBE0GX,CDR202600000774,RECEIVER_INCOMING_ACTIVITY,109,1
TXN250102XIQBSY,,NO_MATCH,,0
ATM2501024XCCOQ,,NO_MATCH,,0
TXN250102Q7MC7K,CDR202600000772,SENDER_INCOMING_ACTIVITY,-321,1
TXN2501020JPB3J,,NO_MATCH,,0
ATM2501024YG2NT,,NO_MATCH,,0
TXN25010208NXN3,,NO_MATCH,,0
TXN250102J4UEDU,,NO_MATCH,,0
ATM250102FIC84Z,,NO_MATCH,,0
TXN250102ML4TKV,,NO_MATCH,,0
ATM250102WS6708,,NO_MATCH,,0
TXN250102TW4U48,,NO_MATCH,,0
TXN250102DYIUSQ,,NO_MATCH,,0
TXN2501026A3FQK,,NO_MATCH,,0
ATM250102P98HNN,,NO_MATCH,,0
ATM2501025EECFF,,NO_MATCH,,0
TXN2501021I9V5C,,NO_MATCH,,0
ATM250102ZDUWIU,,NO_MATCH,,0
ATM2501021PI7C9,,NO_MATCH,,0
TXN250102QLBP7N,,NO_MATCH,,0
ATM25010257KNMQ,,NO_MATCH,,0
TXN25010298W08F,CDR202600060361,SENDER_OUTGOING_ACTIVITY,748,1
TXN250102Z5XU6Q,CDR202600060036,SENDER_OUTGOING_ACTIVITY,-840,1
TXN250102Z9S40N,,NO_MATCH,,0
TXN2501023NDMJT,,NO_MATCH,,0
ATM2501029FLPEA,CDR202600000843,SENDER_OUTGOING_ACTIVITY,-230,1
TXN250102M7PDBU,CDR202600000850,SENDER_OUTGOING_ACTIVITY,-59,1
TXN250102TKHGJA,,NO_MATCH,,0
TXN2501027ORN2G,,NO_MATCH,,0
TXN2501025HSAGB,CDR202600060361,SENDER_OUTGOING_ACTIVITY,-300,1
TXN250102JV4YOO,CDR202600000851,SENDER_INCOMING_ACTIVITY,-291,1
TXN250102KKKD31,,NO_MATCH,,0
ATM250102BNDAK4,,NO_MATCH,,0
TXN250102USU8YD,CDR202600000874,SENDER_OUTGOING_ACTIVITY,636,1
TXN250102TO2F0H,,NO_MATCH,,0
TXN250102LQN3KH,,NO_MATCH,,0
ATM25010247S0XQ,CDR202600000871,SENDER_OUTGOING_ACTIVITY,-642,1
ATM2501021RHR2Q,,NO_MATCH,,0
ATM250102ZYAC7O,,NO_MATCH,,0
TXN250102HS6P3R,,NO_MATCH,,0
TXN250102XPI90M,,NO_MATCH,,0
TXN250102Y1SYO7,CDR202600000899,SENDER_INCOMING_ACTIVITY,295,1
ATM250102D3LXIZ,,NO_MATCH,,0
ATM250102YGPYP0,,NO_MATCH,,0
ATM250102GYKJFR,,NO_MATCH,,0
ATM250102BF6287,,NO_MATCH,,0
TXN250102VIIPVA,,NO_MATCH,,0
TXN250102XBE5JK,CDR202600000931,RECEIVER_OUTGOING_ACTIVITY,60,1
TXN250102LMXRD7,,NO_MATCH,,0
ATM25010292C29A,CDR202600000948,SENDER_INCOMING_ACTIVITY,457,1
TXN250102BOLDOM,,NO_MATCH,,0
TXN2501026AIHD8,CDR202600000939,RECEIVER_INCOMING_ACTIVITY,-573,1
ATM250102WRV1LA,,NO_MATCH,,0
TXN250102S1GSXW,,NO_MATCH,,0
TXN250102HEFT7Z,CDR202600000965,SENDER_INCOMING_ACTIVITY,330,1
TXN250102ZVSMIX,,NO_MATCH,,0
TXN250102C8TAJQ,,NO_MATCH,,0
ATM250102TYABYI,,NO_MATCH,,0
TXN2501023541KB,,NO_MATCH,,0
TXN2501023IQ9TS,,NO_MATCH,,0
ATM2501029CR26W,,NO_MATCH,,0
ATM250102009CER,,NO_MATCH,,0
TXN250102UIRNTU,,NO_MATCH,,0
ATM250102YUYTV7,,NO_MATCH,,0
TXN250102OLZVTR,,NO_MATCH,,0
TXN250102ZYVFJ8,,NO_MATCH,,0
ATM250102BP316V,,NO_MATCH,,0
TXN250102HSWRG0,,NO_MATCH,,0
ATM250102GQC9MN,,NO_MATCH,,0
TXN250102FN7FZM,,NO_MATCH,,0
ATM2501028FCK34,,NO_MATCH,,0
ATM250102BKETKD,,NO_MATCH,,0
ATM250102T672Z8,,NO_MATCH,,0
TXN2501023WGLKI,,NO_MATCH,,0
TXN2501029L61OM,CDR202600001019,SENDER_INCOMING_ACTIVITY,645,1
ATM250102YJPXR4,,NO_MATCH,,0
ATM250102OY25ZX,,NO_MATCH,,0
TXN250102EHAXNT,,NO_MATCH,,0
ATM2501021CYVOG,CDR202600001008,RECEIVER_INCOMING_ACTIVITY,-877,1
TXN250102BIB38C,,NO_MATCH,,0
TXN250102JATXE8,,NO_MATCH,,0
TXN250102WAWHLS,,NO_MATCH,,0
ATM250102A9WSBU,,NO_MATCH,,0
ATM250102MVMDD7,CDR202600001031,SENDER_OUTGOING_ACTIVITY,-379,1
TXN250102UXUHCD,CDR202600001044,RECEIVER_OUTGOING_ACTIVITY,13,1
ATM250102CYF66P,,NO_MATCH,,0
ATM250102ZA7270,,NO_MATCH,,0
TXN250102XKXIAU,,NO_MATCH,,0
TXN2501025117RL,,NO_MATCH,,0
TXN2501028ZQ4LW,,NO_MATCH,,0
TXN250102I86RHB,,NO_MATCH,,0
ATM2501029PXDWC,CDR202600001057,RECEIVER_OUTGOING_ACTIVITY,-617,1
TXN25010280RJAZ,CDR202600001067,SENDER_OUTGOING_ACTIVITY,-34,1
TXN2501020GPYKP,CDR202600001084,SENDER_OUTGOING_ACTIVITY,864,1
ATM250102UD6WOJ,,NO_MATCH,,0
ATM250102WOL9U0,,NO_MATCH,,0
TXN250102Q3DDOU,,NO_MATCH,,0
TXN250102WAYP7V,,NO_MATCH,,0
TXN250102E9N0C0,,NO_MATCH,,0
TXN250102Z3D5GP,,NO_MATCH,,0
ATM250102T9PDYT,,NO_MATCH,,0
TXN250102RRGUS6,,NO_MATCH,,0
TXN250102A8HE0E,CDR202600001096,SENDER_OUTGOING_ACTIVITY,154,1
ATM250102D1UOUE,,NO_MATCH,,0
TXN250102CX7G6D,,NO_MATCH,,0
TXN250102NM9FR7,,NO_MATCH,,0
ATM250102SZCFR8,,NO_MATCH,,0
TXN2501029OFFHW,,NO_MATCH,,0
TXN250102ICTZ2W,,NO_MATCH,,0
TXN250102QN0B5Q,,NO_MATCH,,0
TXN250102263Q88,,NO_MATCH,,0
ATM250102KKTDSJ,,NO_MATCH,,0
TXN250102D11XYF,,NO_MATCH,,0
TXN250102DOBVFU,CDR202600001115,SENDER_INCOMING_ACTIVITY,-179,1
TXN250102O66PRK,CDR202600001117,RECEIVER_OUTGOING_ACTIVITY,-345,1
TXN250102WMVY14,,NO_MATCH,,0
TXN250102VWATD8,,NO_MATCH,,0
TXN250102XIGYEO,,NO_MATCH,,0
TXN25010233V5NO,,NO_MATCH,,0
TXN250102JUDOKO,,NO_MATCH,,0
TXN250102KNNVWS,,NO_MATCH,,0
TXN250102D395HY,,NO_MATCH,,0
ATM250102UV7JZK,,NO_MATCH,,0
TXN250102COQWNS,,NO_MATCH,,0
ATM25010288F69Y,,NO_MATCH,,0
ATM250102V7RB58,CDR202600001148,RECEIVER_INCOMING_ACTIVITY,80,1
ATM250102H5PK7O,CDR202600001171,RECEIVER_OUTGOING_ACTIVITY,773,1
TXN250102AFFJBX,,NO_MATCH,,0
TXN250102QKK9BP,,NO_MATCH,,0
ATM250102OOHCUZ,CDR202600001171,SENDER_OUTGOING_ACTIVITY,139,1
TXN250102XFHDL7,,NO_MATCH,,0
TXN250102EA4UMM,CDR202600001187,RECEIVER_OUTGOING_ACTIVITY,682,1
ATM2501028XPV22,CDR202600001193,SENDER_OUTGOING_ACTIVITY,543,1
ATM2501020ETLPP,,NO_MATCH,,0
TXN25010213KTIJ,,NO_MATCH,,0
TXN250102BR1R8C,,NO_MATCH,,0
ATM250102W2O73T,,NO_MATCH,,0
ATM250102YTM2RC,,NO_MATCH,,0
TXN2501028K5ILK,,NO_MATCH,,0
TXN250102FKFJOS,,NO_MATCH,,0
TXN2501027HDQ0V,,NO_MATCH,,0
TXN250102QFMZ0V,,NO_MATCH,,0
ATM2501027SNC0W,,NO_MATCH,,0
TXN250102WPOAWA,,NO_MATCH,,0
ATM250102GDW8ZH,CDR202600001217,RECEIVER_INCOMING_ACTIVITY,-193,1
TXN250102HLE05D,CDR202600001212,SENDER_OUTGOING_ACTIVITY,-892,1
TXN2501026G9B2W,,NO_MATCH,,0
TXN250102AJNL2K,,NO_MATCH,,0
ATM250102T2GIO1,,NO_MATCH,,0
TXN250102XF1K3S,,NO_MATCH,,0
TXN250102YFJIFI,,NO_MATCH,,0
TXN250102M04K8E,CDR202600001227,SENDER_OUTGOING_ACTIVITY,-566,1
TXN2501028HN98B,,NO_MATCH,,0
ATM250102DNXDZD,,NO_MATCH,,0
TXN250102MTM9KR,,NO_MATCH,,0
TXN250102CK9QRB,,NO_MATCH,,0
TXN250102HZ6JSV,,NO_MATCH,,0
TXN2501023DTKC4,,NO_MATCH,,0
TXN2501022CJXVC,,NO_MATCH,,0
TXN2501020BH23Z,,NO_MATCH,,0
TXN250102MKKAHZ,,NO_MATCH,,0
ATM25010254Z336,,NO_MATCH,,0
ATM250102CFUE7C,,NO_MATCH,,0
TXN250102MVZD6U,,NO_MATCH,,0
TXN250102R53FQJ,,NO_MATCH,,0
TXN250102INNCAH,,NO_MATCH,,0
TXN250102QWWZ7Q,,NO_MATCH,,0
TXN25010218626Y,,NO_MATCH,,0
ATM250102AKPNLL,,NO_MATCH,,0
ATM250102RBJS7G,,NO_MATCH,,0
TXN25010288B0ZU,,NO_MATCH,,0
TXN250102O13XY2,,NO_MATCH,,0
ATM250102B6Y4KD,,NO_MATCH,,0
TXN250102SZJJKB,,NO_MATCH,,0
TXN250102F1RACD,,NO_MATCH,,0
ATM250102FEL6JK,,NO_MATCH,,0
ATM25010214MAVS,,NO_MATCH,,0
ATM250102NK60YX,,NO_MATCH,,0
TXN2501021T8Y79,,NO_MATCH,,0
ATM250102ZFNYWL,,NO_MATCH,,0
TXN250102N9SLYE,,NO_MATCH,,0
TXN250102H19E50,,NO_MATCH,,0
TXN250102F5700E,,NO_MATCH,,0
TXN250102TBY88B,,NO_MATCH,,0
TXN2501029FBAUQ,,NO_MATCH,,0
ATM250102K7V0EU,,NO_MATCH,,0
TXN250103QEN8U2,,NO_MATCH,,0
ATM250103AN350A,,NO_MATCH,,0
TXN250103JQKL30,,NO_MATCH,,0
TXN25010364O0W5,,NO_MATCH,,0
TXN250103PXVWZU,,NO_MATCH,,0
TXN250103PIIW88,,NO_MATCH,,0
ATM250103YOL2JY,,NO_MATCH,,0
TXN250103COF8NZ,,NO_MATCH,,0
TXN250103BBY0TE,,NO_MATCH,,0
TXN250103PTL6QY,,NO_MATCH,,0
TXN250103ETWMTY,,NO_MATCH,,0
TXN250103F03TUU,,NO_MATCH,,0
ATM250103MRTER1,,NO_MATCH,,0
TXN250103LKSUI2,,NO_MATCH,,0
TXN2501039P2C9O,,NO_MATCH,,0
TXN2501030UZ98O,,NO_MATCH,,0
ATM250103V8SSX3,,NO_MATCH,,0
ATM250103RD7GWQ,,NO_MATCH,,0
TXN250103QJU212,,NO_MATCH,,0
TXN250103EGI6CH,,NO_MATCH,,0
TXN2501039ILSFN,,NO_MATCH,,0
TXN250103K206HU,,NO_MATCH,,0
TXN250103LZ7UHR,,NO_MATCH,,0
TXN2501036Y4XQL,,NO_MATCH,,0
ATM250103ZI0421,CDR202600001418,RECEIVER_INCOMING_ACTIVITY,-55,1
ATM2501039QEQE4,,NO_MATCH,,0
TXN250103BLMXFU,,NO_MATCH,,0
TXN250103WYDWRO,,NO_MATCH,,0
TXN250103AY3HV6,,NO_MATCH,,0
