Anomaly_ID,Customer_ID,Transaction_ID,CDR_IDs,IPDR_IDs,Scenario_Type,Difficulty,Source_Scope,Bank_Anomaly,CDR_Anomaly,IPDR_Anomaly,Amount_Anomaly,Time_Anomaly,Beneficiary_Anomaly,Velocity_Anomaly,Call_Anomaly,Device_Anomaly,Location_Anomaly,Network_Anomaly,Injected_Signals,Is_Suspicious
ANOM000064,100000362,ATM2501158W7OIN,,,NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000065,100000293,TXN250308WIGGAT,,,AMOUNT_PLUS_NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000066,100000187,TXN250105B6Q74G,CDR202600060047,,UNUSUAL_CALL_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000067,100000218,ATM250113SYX8NO,CDR202600060048,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000068,100000390,TXN2501245I1YSC,CDR202600060049,,CALL_THEN_NEW_BENEFICIARY,MEDIUM,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000069,100000370,TXN250119PETAO6,CDR202600060050;CDR202600060051;CDR202600060052;CDR202600060053;CDR202600060054;CDR202600060055;CDR202600060056,,REPEATED_CALLS_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000070,100000199,TXN2501056NKN01,,IPDR202600050105;IPDR202600050106;IPDR202600050107;IPDR202600050108;IPDR202600050109;IPDR202600050110;IPDR202600050111;IPDR202600050112;IPDR202600050113;IPDR202600050114;IPDR202600050115;IPDR202600050116;IPDR202600050117;IPDR202600050118;IPDR202600050119;IPDR202600050120,NETWORK_SESSION_BURST_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000071,100000195,TXN250128CKZV2U,CDR202600060057,IPDR202600050121,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000072,100000191,TXN2502094OAO06,CDR202600060058,IPDR202600050122,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000073,100000348,TXN250208MSBXUL,CDR202600060059,,IMSI_IMEI_PAIR_NOVELTY,HARD,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000074,100000053,ATM250209STMANI,CDR202600060060,IPDR202600050123;IPDR202600050124;IPDR202600050125;IPDR202600050126;IPDR202600050127;IPDR202600050128,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,MEDIUM,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000075,100000131,TXN250311239Q5D,,,ODD_HOUR_TRANSACTION,MEDIUM,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000076,100000208,TXN250125J9J634,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000077,100000163,TXN250306AKT42I,,,AMOUNT_VELOCITY_SPIKE,EASY,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000078,100000026,ATM250324J2CLEM,,,TRANSACTION_BURST,HARD,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000079,100000100,ATM250105YYBYHW,,,NEW_BENEFICIARY,EASY,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000080,100000065,TXN25030334D0Y8,,,AMOUNT_PLUS_NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000081,100000028,ATM2503023RI0NL,CDR202600060061,,UNUSUAL_CALL_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000082,100000185,ATM250217IVZPPO,CDR202600060062,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000083,100000236,TXN250327J5E4D6,CDR202600060063,,CALL_THEN_NEW_BENEFICIARY,MEDIUM,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000084,100000201,TXN25010892I7XE,CDR202600060064;CDR202600060065;CDR202600060066;CDR202600060067,,REPEATED_CALLS_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000085,100000120,ATM250214WBZ3ZV,,IPDR202600050129;IPDR202600050130;IPDR202600050131;IPDR202600050132;IPDR202600050133;IPDR202600050134;IPDR202600050135;IPDR202600050136;IPDR202600050137;IPDR202600050138;IPDR202600050139,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000086,100000348,ATM250304PJ4NG6,CDR202600060068,IPDR202600050140,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000087,100000062,TXN250308C4L472,CDR202600060069,IPDR202600050141,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000088,100000007,TXN2501094XPFLV,CDR202600060070,,IMSI_IMEI_PAIR_NOVELTY,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000089,100000299,ATM250122CTK35W,CDR202600060071,IPDR202600050142;IPDR202600050143;IPDR202600050144;IPDR202600050145;IPDR202600050146;IPDR202600050147;IPDR202600050148,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,MEDIUM,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000090,100000338,ATM250224Q7688D,,,ODD_HOUR_TRANSACTION,HARD,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000091,100000264,ATM250129TVXDZX,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000092,100000328,TXN250330R8R64I,,,AMOUNT_VELOCITY_SPIKE,MEDIUM,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000093,100000009,ATM2503317ZDUUA,,,TRANSACTION_BURST,EASY,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000094,100000089,ATM2503192QIKD9,,,NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000095,100000250,TXN250112FOHIMY,,,AMOUNT_PLUS_NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000096,100000210,TXN250204YK1UQW,CDR202600060072,,UNUSUAL_CALL_BEFORE_TRANSACTION,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000097,100000265,TXN250216QH7L00,CDR202600060073,,CALL_THEN_HIGH_VALUE_TRANSFER,EASY,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000098,100000001,ATM250313PLU8C5,CDR202600060074,,CALL_THEN_NEW_BENEFICIARY,HARD,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000099,100000372,TXN25033026ZAO1,CDR202600060075;CDR202600060076;CDR202600060077,,REPEATED_CALLS_BEFORE_TRANSACTION,HARD,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000100,100000293,ATM250122FCZ0V8,,IPDR202600050149;IPDR202600050150;IPDR202600050151;IPDR202600050152;IPDR202600050153;IPDR202600050154;IPDR202600050155;IPDR202600050156;IPDR202600050157;IPDR202600050158;IPDR202600050159;IPDR202600050160,NETWORK_SESSION_BURST_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000101,100000269,TXN2502141VM86F,CDR202600060078,IPDR202600050161,UNUSUAL_LOCATION_CONTEXT,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000102,100000272,TXN250106TSR7YR,CDR202600060079,IPDR202600050162,NEW_DEVICE_AROUND_TRANSACTION,HARD,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000103,100000344,ATM250304E2HJ52,CDR202600060080,,IMSI_IMEI_PAIR_NOVELTY,EASY,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000104,100000324,ATM250304RDG5R8,CDR202600060081,IPDR202600050163;IPDR202600050164;IPDR202600050165;IPDR202600050166;IPDR202600050167;IPDR202600050168;IPDR202600050169;IPDR202600050170,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,MEDIUM,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000105,100000063,TXN2503253OH754,,,ODD_HOUR_TRANSACTION,HARD,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000106,100000282,TXN250123YS0LD1,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,HARD,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
ANOM000107,100000046,TXN2502263W4ZPB,,,AMOUNT_VELOCITY_SPIKE,HARD,BANK_ONLY,1,0,0,1,0,0,1,0,0,0,0,Amount;Velocity,1
ANOM000108,100000347,ATM250115WP1YK2,,,TRANSACTION_BURST,EASY,BANK_ONLY,1,0,0,0,0,0,1,0,0,0,0,Velocity,1
ANOM000109,100000255,TXN2502251EFQ27,,,NEW_BENEFICIARY,MEDIUM,BANK_ONLY,1,0,0,0,0,1,0,0,0,0,0,Beneficiary,1
ANOM000110,100000013,TXN250308888GWK,,,AMOUNT_PLUS_NEW_BENEFICIARY,HARD,BANK_ONLY,1,0,0,1,0,1,0,0,0,0,0,Amount;Beneficiary,1
ANOM000111,100000191,TXN250201S2ZOIY,CDR202600060082,,UNUSUAL_CALL_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000112,100000011,TXN250117R4PIV5,CDR202600060083,,CALL_THEN_HIGH_VALUE_TRANSFER,HARD,BANK_CDR,1,1,0,1,0,0,0,1,0,0,0,Amount;Call,1
ANOM000113,100000143,TXN250103HPWFLH,CDR202600060084,,CALL_THEN_NEW_BENEFICIARY,MEDIUM,BANK_CDR,1,1,0,0,0,1,0,1,0,0,0,Beneficiary;Call,1
ANOM000114,100000148,ATM250317H66AP6,CDR202600060085;CDR202600060086;CDR202600060087;CDR202600060088;CDR202600060089;CDR202600060090;CDR202600060091,,REPEATED_CALLS_BEFORE_TRANSACTION,EASY,BANK_CDR,0,1,0,0,0,0,0,1,0,0,0,Call,1
ANOM000115,100000398,TXN250131BO6DB1,,IPDR202600050171;IPDR202600050172;IPDR202600050173;IPDR202600050174;IPDR202600050175;IPDR202600050176;IPDR202600050177;IPDR202600050178;IPDR202600050179;IPDR202600050180;IPDR202600050181;IPDR202600050182;IPDR202600050183;IPDR202600050184;IPDR202600050185;IPDR202600050186,NETWORK_SESSION_BURST_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,0,1,0,0,0,0,0,0,0,1,Network,1
ANOM000116,100000078,TXN250319VF5RY4,CDR202600060092,IPDR202600050187,UNUSUAL_LOCATION_CONTEXT,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,0,1,0,Location,1
ANOM000117,100000253,ATM250320CC499A,CDR202600060093,IPDR202600050188,NEW_DEVICE_AROUND_TRANSACTION,MEDIUM,BANK_CDR_IPDR,0,1,1,0,0,0,0,0,1,0,0,Device,1
ANOM000118,100000392,TXN250305CFT0IL,CDR202600060094,,IMSI_IMEI_PAIR_NOVELTY,MEDIUM,BANK_CDR,0,1,0,0,0,0,0,0,1,0,0,Device,1
ANOM000119,100000263,TXN250104O68MY2,CDR202600060095,IPDR202600050189;IPDR202600050190;IPDR202600050191;IPDR202600050192,SUBTLE_MULTI_SOURCE_SUSPICIOUS_PATTERN,MEDIUM,BANK_CDR_IPDR,1,1,1,1,0,0,0,1,0,0,1,Amount;Call;Network,1
ANOM000120,100000348,TXN2503187MOMGX,,,ODD_HOUR_TRANSACTION,MEDIUM,BANK_ONLY,1,0,0,0,1,0,0,0,0,0,0,Time,1
ANOM000121,100000046,ATM250208ZFJLH1,,,CUSTOMER_RELATIVE_AMOUNT_SPIKE,HARD,BANK_ONLY,1,0,0,1,0,0,0,0,0,0,0,Amount,1
